ID_ESTABLECIMIENTO,Nombre del Establecimiento,Cadena Hotelera,Titular - Propiedad,CIF,País,Comunidad Autónoma,Isla,Municipio,Dirección Completa,Habitaciones,Plazas,Responsable Local,Cargo Local,Email Local,Responsable Corp,Cargo Corp,Email Corp,Edificio Prioritario,Servicio A01,Servicio A02,Servicio A03,Fecha Apertura,Fecha Cierre,STATUS
HS-124,Benidorm East,Pierre et Vacances,,,Spain,Valencia,,"Benidorm, Alicante","C. de Oslo, 2, 03503 Benidorm, Alicante",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-125,Benidorm Horizon Apartamentos,Pierre et Vacances,,,Spain,Valencia,,BENIDORM,"C. de Viena, 7, 03503 Benidorm, Alicante",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-126,Benidorm Levante,Pierre et Vacances,,,Spain,Valencia,,Benidorm,"Av. de Europa, 22",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-127,Benidorm Poniente,Pierre et Vacances,,,Spain,Valencia,,Benidorm,"Calle Adolfo Suárez, 7",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-128,Best Delta,Best Hotels,,,Spain,Balearic Islands,,,"Urbanización Puig de Ros, s/n, Carrer Tudó, 07609, Balearic Islands",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-129,Bi Bap,Bi Bap,,,Spain,Balearic Islands,Mallorca,Palma,"Plaça del Mercat, 3, 07001 Palma, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-130,Bi Bap Manifactura,Bi Bap,,,Spain,Balearic Islands,,,"Plaça del Mercat, 2 - 3, Centre, 07001 Palma, Illes Balears, España",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-131,Binibeca Menorca,Pierre et Vacances,,,Spain,Balearic Islands,Menorca,Sant Lluís,"Passeig de la Mar, 26, 07711 Sant Lluís, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-132,Blanes Playa,Pierre et Vacances,,,Spain,Catalonia,,"Blanes, Gerona","Passeig de s'Abanell, 32",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-133,Blau Colonia Sant Jordi,Blau,,,Spain,Balearic Islands,Mallorca,Colònia de Sant Jordi,"Camí de Sa Síquia 3, 3, 07638 Colònia de Sant Jordi, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-134,Blau Punta Reina,Blau,,,Spain,Balearic Islands,,Cala Anguila-Cala Mendia,"Plaça de s'Algar, 07680 Cala Anguila-Cala Mendia, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-135,Bless Hotel Ibiza,BLESS Hotels,,,Spain,Balearic Islands,Ibiza,Ibiza,"Av. Cala Nova, s/n, 07849 Ibiza, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-136,Bless Hotel Madrid,BLESS Hotels,,,Spain,Madrid,,Madrid,"C. de Velázquez, 62, Salamanca, 28001 Madrid",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-137,Bo Hotel,Bo Hotel,,,2 Portugal,Lisboa,Mallorca,Palma,"Carrer de Jaume Ferrer, 2, Centre, 07012 Palma, Illes Balears",220,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-138,Bocoi Portocolom,Marport,,,Spain,Balearic Islands,Mallorca,"Portocolom, Balearic Island","Carrer d'En Cristòfor Colom, 11, bajo",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-139,Bodega,Bodega Stratvs,,,Spain,Canary Islands,Lanzarote,Lanzarote,"Carretera Lz Km. 30 La Geria- Uga Km. 18, Yaiza, ",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-140,Bonavida Palms,Grupo Boulevard,,,Spain,Balearic Islands,,Port d'alcudia,Carrer de Minerva 31 07400 Port d'alcudia,0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-141,Bonavida Pins,Grupo Boulevard,,,Spain,Balearic Islands,,,"Carrer de Minerva Nº28, 07400, Puerto de Alcudia",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-142,Bonavista de Bonmont,Pierre et Vacances,,,Spain,Catalonia,,Tarragona,"Carrer de les Terres Noves, 2, 43300 Bonmont Terres Noves, Tarragona",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-143,Bonito Hotel,Aguas de Ibiza,,,Spain,Balearic Islands,Ibiza,Sant Antoni de Port,"Carrer des Molí, 8",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-144,Botel Alcudiamar Club,Alcudiamar ,,,Spain,Balearic Islands,Mallorca,Port d'Alcúdia,"Paseo Marítimo, 1, 07400 Port d'Alcúdia, Balearic Islands",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-145,Boutique Hotel Petit Montisión,Quimicral,,,Spain,Balearic Islands,Mallorca,Palma,C/Socors 3,0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-146,Brach Madrid,Brach Hotels,,,Spain,Madrid,,Madrid,"C.Gran Vía, 20, Centro, 28013 Madrid",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-147,Bresca Ibiza,Quimicral,,,Spain,Balearic Islands,Ibiza,Eivissa,"Passeig de ses Fonts, 3, 07820 Sant Antoni de Portmany, Illes Balears, España",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-148,Brisa Marina,Mariant Hotels,,,Spain,Balearic Islands,,S'ILLIOT,"Passeig Neptú, 15, 07560 S'Illot, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-149,Brismar Hotel,Brismar,,,Spain,Balearic Islands,Mallorca,Andratx,"Av. del Almte. Riera Alemany, 6, Andratx, Islas Baleares",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-150,Buendía Corralejo Nohotel,Satocan Turismo,,,Spain,Canary Islands,Fuerteventura,Corralejo / Fuerteventura,"Calle la Atalaya, 2",227,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-151,Bull Astoria ,Bull Hotels ,,,Spain,Canary Islands,Gran Canaria,Las Palmas,"Calle de, C. Fernando Guanarteme, 54, 35010 Las Palmas de Gran Canaria, Las Palmas",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-152,Bull Costa Canarias & Spa,Bull Hotels ,,,Spain,Canary Islands,,Playa San Agustín,"C. las Retamas, 1, 35100 Playa San Agustín-Gran Canaria, Las Palmas",242,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-153,Bull Dorado Beach & Spa,Bull Hotels ,,,Spain,Canary Islands,Gran Canaria,Arguineguín,"Av. los Canarios, 1, 35120 Arguineguín, Las Palmas",366,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-154,Bull Escorial & Spa,Bull Hotels ,,,Spain,Canary Islands,Gran Canaria,Maspalomas,"Av. de Italia, 6, 35100 Maspalomas, Las Palmas",239,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-155,Bull Eugenia Victoria & Spa,Bull Hotels ,,,Spain,Canary Islands,Gran Canaria,Maspalomas,"Av. de Gran Canaria, 26, 35100 Maspalomas, Las Palmas",162,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-156,Bull Reina Isabel & Spa,Bull Hotels ,,,Spain,Canary Islands,Gran Canaria,Las Palmas,"C. Alfredo L Jones, 40, 35008 Las Palmas de Gran Canaria, Las Palmas",219,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-157,Bull Vitalsuites & Spa,Bull Hotels ,,,Spain,Canary Islands,Gran Canaria,Maspalomas,"Dirección: Av. de Gran Canaria, 80, 35100 Maspalomas, Las Palmas",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-158,Cala Blanes,Pierre et Vacances,,,Spain,Balearic Islands,,Isla de Menorca,AVENIDA DE LA PLAYA S/N - Cala en Blanes,0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-159,Cala Cristal ,Pierre et Vacances,,,Spain,Cataluña,,Tarragona,"Playa Cristal, 9 Miami Playa",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-160,Cala d'or Playa,Cala d'or Playa,,,Spain,Balearic Islands,Mallorca,Cala D'or,"Av. Punta Grossa, 1, 07660 Cala D'or, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-161,Cala Gran Restaurante,Marport,,,Spain,Balearic Islands,Mallorca,Felanitx,"07200 Felanitx, Illes Balears, España",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-162,Cala Llombards,Marport,,,Spain,Balearic Islands,Mallorca,Santanyí,"07690 Cala Llombards, Illes Balears, España",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-163,Can Picafort Palace,Magic Hotels,,,Spain,Balearic Islands,,Can Picafort,"Ctra. Artà-Alcúdia, Km 22, 9, 07458 Can Picafort, Balearic Islands",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-164,Can Uetam,Can Uetam,,,Spain,Balearic Islands,Mallorca,"Valldemossa, Illes Baleares","Carrer de Camí Antic a Palma, 3",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-165,Cappuccino Borne,Grupo Cappuccino,,,Spain,Balearic Islands,Mallorca,Palma,"Pl. del Rei Joan Carles I, 9, Centre, 07012 Palma, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-166,Cappuccino Madrid,Grupo Cappuccino,,,Spain,Madrid,,Madrid,"Pl. de la Independencia, nº 5, Salamanca, 28001 Madrid",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-167,Cappuccino Marbella,Grupo Cappuccino,,,Spain,Andalucía,,Marbella," C. José Meliá, S/N, 29602 Marbella, Málaga",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-168,Cappuccino Marina Ibiza,Grupo Cappuccino,,,Spain,Balearic Islands,Ibiza,Eivissa," Passeig Joan Carles I, 20, 07800 Eivissa, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-169,Cappuccino Palau March,Grupo Cappuccino,,,Spain,Balearic Islands,Mallorca,Palma,"C. del Conquistador, 13, Centre, 07001 Palma, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-170,Cappuccino Puerto Andratx,Grupo Cappuccino,,,Spain,Balearic Islands,Mallorca,Port d'Andratx,"Av. Mateo Bosch, 31, 07157 Port d'Andratx, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-171,Cappuccino Puerto Pollensa,Grupo Cappuccino,,,Spain,Balearic Islands,Mallorca,Port de Pollença,"Passeig d'Anglada Camarasa, 77, 07470 Port de Pollença, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-172,Cappuccino Puerto Portals,Grupo Cappuccino,,,Spain,Balearic Islands,,Portals Nous,"Plaça de Portals, 07181 Portals Nous, Illes Balear",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-173,Cappuccino Sant Miquel,Grupo Cappuccino,,,Spain,Balearic Islands,Mallorca,Palma,"Carrer de Sant Miquel, 53, Centre, 07002 Palma, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-174,Cappuccino Sevilla,Grupo Cappuccino,,,Spain,Andalucía,,Sevilla,"C. San Fernando, 41, Casco Antiguo, 41004 Sevilla",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-175,Cappuccino Valencia,Grupo Cappuccino,,,Spain,Valencia,,València,"Pça. de la Reina, 1, s/n, Ciutat Vella, 46001 València, Valencia",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-176,Cappuccino Valldemossa,Grupo Cappuccino,,,Spain,Balearic Islands,Mallorca,Valldemossa,"Plaça Ramon Llull, 5, 07170 Valldemossa, Illes Balears",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-177,Caramelo Palma Beach,Globales,,,Spain,Balearic Islands,Mallorca,Palma,"Carrer de Sant Ramon Nonat, 16, Platja de Palma, 07610 Palma, Illes Balears",318,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-178,Catalonia Albeniz,Catalonia Hotels,,,Spain,Catalonia,,Barcelona,"Carrer d'Aragó, 591, 593, Sant Martí, 08026 Barcelona",49,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-179,Catalonia Atenas ,Catalonia Hotels,,,Spain,Catalonia,,Barcelona,"Avinguda Meridiana, 151, Sant Martí, 08026 Barcelona",218,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-180,Catalonia Atocha ,Catalonia Hotels,,,Spain,Madrid,,Madrid,"C. de Atocha, 81, Centro, 28012 Madrid",138,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-181,Catalonia Avinyó,Catalonia Hotels,,,Spain,Catalonia,,Barcelona,"Carrer d'Avinyó, 16, Ciutat Vella, 08002 Barcelona",89,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-182,Catalonia Barcelona Beach,Catalonia Hotels,,,Spain,Catalonia,,Barcelona,"Carrer d'Espronceda, 6, Sant Martí, 08005 Barcelona",84,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-183,Catalonia Barcelona Plaza,Catalonia Hotels,,,Spain,Catalonia,,Barcelona,Plaza España 6 8,363,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-184,Catalonia BCN 505,Catalonia Hotels,,,Spain,Catalonia,,Barcelona,"C/ de Muntaner, 505, Sarrià-Sant Gervasi, 08022 Barcelona",116,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-185,Catalonia Berlin Mitte ,Catalonia Hotels,,,Germany,Berlín,,,"Köpenicker Str. 80-82, 10179 Berlin, Alemania",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-186,Catalonia Born ,Catalonia Hotels,,,Spain,Catalonia,,Barcelona,"Carrer del Rec Comtal, 16-18, Ciutat Vella, 08003 Barcelona",90,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-187,Catalonia Bristol ,Catalonia Hotels,,,Spain,Catalonia,,Sant Andreu de la Barca,"Via de l'Esport, 4, 08740 Sant Andreu de la Barca, Barcelona",59,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-188,Catalonia Castellnou ,Catalonia Hotels,,,Spain,Catalonia,,Barcelona,"Carrer de Castellnou, 61, Sarrià-Sant Gervasi, 08017 Barcelona",49,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-189,Catalonia Catedral ,Catalonia Hotels,,,Spain,Catalonia,,Barcelona,"Carrer dels Arcs, 10, Ciutat Vella, 08002 Barcelona",73,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-190,Catalonia Conde de Floridablanca,Catalonia Hotels,,,Spain,Murcia ,,Murcia,"C. Princesa, 18, 30002 Murcia",82,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-191,Catalonia Del Mar ,Catalonia Hotels,,,Spain,Balearic Islands,,Cala Bona,"Polígon del Moll, 15, 07550 Cala Bona, Illes Balears",189,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-192,Catalonia Diagonal Centro ,Catalonia Hotels,,,Spain,Catalonia,,Barcelona,"Carrer de Balmes, 142, 146, Eixample, 08008 Barcelona",87,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-193,Catalonia Donosti,Catalonia Hotels,,,Spain,País Vasco,,San Sebastián,"Alto San Bartolome Kalea, 9",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-194,Catalonia Eixample 1864,Catalonia Hotels,,,Spain,Catalonia,,Barcelona,"Carrer de Roger de Llúria, 60, L'Eixample, 08009 Barcelona",124,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-195,Catalonia El Pilar ,Catalonia Hotels,,,Spain,Aragón,,Zaragoza,"C. de la Manifestación, 16, Casco Antiguo, 50003 Zaragoza",65,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-196,Catalonia El Retiro,Catalonia Hotels,,,Spain,Madrid,,Madrid,"Av. de la Ciudad de Barcelona, 113, Retiro, 28007 Madrid",62,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-197,Catalonia Excelsior ,Catalonia Hotels,,,Spain,Valencia,,València,"C/ de la Barcelonina, 5, Ciutat Vella, 46002 València, Valencia",84,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-198,Catalonia Giralda ,Catalonia Hotels,,,Spain,Andalucía,,Sevilla,"Cjón. Sierra Nevada, 3, Casco Antiguo, 41003 Sevilla",108,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-199,Catalonia Goya ,Catalonia Hotels,,,Spain,Madrid,,Madrid,"Calle de Goya, 49, Salamanca, 28001 Madrid",90,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-200,Catalonia Gracia,Catalonia Hotels,,,Spain,Catalonia,,Barcelona,"Carrer de Còrsega, 368, L'Eixample, 08037 Barcelona",79,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-201,Catalonia Gran Hotel Verdi ,Catalonia Hotels,,,Spain,Catalonia,,Sabadell,"Av. de Francesc Macià, 62, 08208 Sabadell, Barcelona",195,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-202,Catalonia Gran Vía BCN,Catalonia Hotels,,,Spain,Catalonia,,Barcelona,"Gran Via de les Corts Catalanes, 550, L'Eixample, 08011 Barcelona",63,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-203,Catalonia Gran Vía de Bilbao ,Catalonia Hotels,,,Spain,País Vasco,,Bilbo,"Gran Vía de Don Diego López de Haro, 73, Abando, 48011 Bilbo, Bizkaia",106,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-204,Catalonia Gran Vía Madrid ,Catalonia Hotels,,,Spain,Madrid,,Madrid,"Gran Vía, 7-9, Centro, 28013 Madrid",185,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-205,Catalonia Granada ,Catalonia Hotels,,,Spain,Andalucía,,Granada,"Av. de Madrid, 10, Albaicín, 18012 Granada",153,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-206,Catalonia Hispalis ,Catalonia Hotels,,,Spain,Andalucía,,Sevilla,"Av. de Andalucía, 52, 41006 Sevilla",99,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-207,Catalonia La Boqueria,Catalonia Hotels,,,Spain,Catalonia,,Barcelona,"Carrer de l'Hospital, 26, Ciutat Vella, 08001 Barcelona",25,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-208,Catalonia La Maquinista ,Catalonia Hotels,,,Spain,Catalonia,,Barcelona,"Carrer de São Paulo, 33, 37, San Andrés de Palomar, 08030 Barcelona",92,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-209,Catalonia Las Cañas ,Catalonia Hotels,,,Spain,Navarra,,,,0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-210,Catalonia Las Cortes ,Catalonia Hotels,,,Spain,Madrid,,Madrid,"C. del Prado, 6, Centro, 28014 Madrid",65,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-211,Catalonia Las Vegas ,Catalonia Hotels,,,Spain,Canary Islands,Tenerife,Puerto de la Cruz,"Av. de Cristobal Colón, 2, 38400 Puerto de la Cruz, Santa Cruz de Tenerife",265,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-212,Catalonia Magdalenes ,Catalonia Hotels,,,Spain,Catalonia,,Barcelona,"Carrer de les Magdalenes, 13, 15, Ciutat Vella, 08002 Barcelona",61,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-213,Catalonia Majorica ,Catalonia Hotels,,,Spain,Balearic Islands,Mallorca,Palma,"Carrer de la Garita, 3, Ponent, 07015 Palma, Illes Balears",168,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-214,Catalonia Málaga,Catalonia Hotels,,,Spain,Andalucía,,Málaga,"C/ Pacífico, 44, Carretera de Cádiz, 29004 Málaga",105,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-215,Catalonia Mikado ,Catalonia Hotels,,,Spain,Catalonia,,Barcelona,"Pg. de la Bonanova, 58, Sarrià-Sant Gervasi, 08017 Barcelona",68,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-216,Catalonia Mirador des Port ,Catalonia Hotels,,,Spain,Balearic Islands,Menorca,Menorca,"Carrer de Dalt Vilanova, 1, 07701 Menorca, Illes Balears",73,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-217,Catalonia Oro Negro ,Catalonia Hotels,,,Spain,Canary Islands,Tenerife,Arona,"Av. Arquitecto Gómez Cuesta, 14, 38660 Arona, Santa Cruz de Tenerife",269,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-218,Catalonia Park Güell ,Catalonia Hotels,,,Spain,Catalonia,,Barcelona,"Passeig de la Mare de Déu del Coll, 10, Gràcia, 08023 Barcelona",140,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-219,Catalonia Park Puxet ,Catalonia Hotels,,,Spain,Catalonia,,Barcelona,"Carrer del Putxet, 68, 74, Distrito de Sarrià-Sant Gervasi, 08023 Barcelona",151,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-220,Catalonia Passeig de Gracia ,Catalonia Hotels,,,Spain,Catalonia,,Barcelona,"Gran Via de les Corts Catalanes, 644, L'Eixample, 08007 Barcelona",74,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-221,Catalonia Plaça Catalunya,Catalonia Hotels,,,Spain,Catalonia,,Barcelona,"Carrer de Bergara, 11, L'Eixample, 08002 Barcelona",150,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-222,Catalonia Plaza España Madrid ,Catalonia Hotels,,,Spain,Madrid,,Madrid,"Gran Vía, 70, Centro, 28013 Madrid",164,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-223,Catalonia Plaza Mayor Madrid ,Catalonia Hotels,,,Spain,Madrid,,Madrid,"C. de Atocha, 36, Centro, 28012 Madrid",82,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-224,Catalonia Plaza Mayor Salamanca ,Catalonia Hotels,,,Spain,Castilla y León ,,Salamanca,"C. Espoz y Mina, 23, 25, 37002 Salamanca",67,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-225,Catalonia Port,Catalonia Hotels,,,Spain,Catalonia,,Barcelona,"Carrer Ample, 1, Ciutat Vella, 08002 Barcelona",41,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-226,Catalonia Portal de l'Àngel ,Catalonia Hotels,,,Spain,Catalonia,,Barcelona,"Avda. del Portal de l'Àngel, 17, Ciutat Vella, 08002 Barcelona",84,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-227,Catalonia Porto ,Catalonia Hotels,,,Portugal,Porto ,,,"Rua de Entreparedes 92, 4000-198 Porto, Portugal",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-228,Catalonia Puerta del Mar,Catalonia Hotels,,,Spain,Andalucía,,Málaga,"C. Prta del Mar, 5, Distrito Centro, 29005 Málaga",74,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-229,Catalonia Puerta del Sol ,Catalonia Hotels,,,Spain,Madrid,,Madrid,"C. de Atocha, 23, Centro, 28012 Madrid",64,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-230,Catalonia Punta del Rey ,Catalonia Hotels,,,Spain,Canary Islands,,Las Caletillas,"Av. Maritima, 165, 38520 Las Caletillas, Santa Cruz de Tenerife",437,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-231,Catalonia Ramblas ,Catalonia Hotels,,,Spain,Catalonia,,Barcelona,"Carrer de Pelai, 28, Ciutat Vella, 08001 Barcelona",225,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-232,Catalonia Reina Victoria ,Catalonia Hotels,,,Spain,Andalucía,,Ronda,"C. Jerez, 25, 29400 Ronda, Málaga",95,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-233,Catalonia Renaissance Fira ,Catalonia Hotels,,,Spain,Catalonia,,L'Hospitalet de Llobregat,"Pl. d'Europa, 50-52, 08902 L'Hospitalet de Llobregat, Barcelona",357,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-234,Catalonia Rigoletto ,Catalonia Hotels,,,Spain,Catalonia,,Barcelona,"Carrer de Sabino Arana, 22, 24, Distrito de Les Corts, 08028 Barcelona",65,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-235,Catalonia Roma ,Catalonia Hotels,,,Spain,Catalonia,,Barcelona,"Av. de Roma, 31, L'Eixample, 08029 Barcelona",49,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-236,Catalonia Ronda ,Catalonia Hotels,,,Spain,Andalucía,,Ronda,"C. Virgen de la Paz, 16, 29400 Ronda, Málaga",80,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-237,Catalonia Royal Ses Estaques ,Catalonia Hotels,,,Spain,Balearic Islands,Ibiza,Santa Eulària des Riu,"Ses Estaques, Carrer Salvador Camacho, S/N, 07840 Santa Eulària des Riu, Balearic Islands",207,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-238,Catalonia Sabadell ,Catalonia Hotels,,,Spain,Catalonia,,Sabadell,"Plaça de Catalunya, 10-12, 08206 Sabadell, Barcelona",110,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-239,Catalonia Sagrada Familia ,Catalonia Hotels,,,Spain,Catalonia,,Barcelona,"Carrer d'Aragó, 577, 579, Sant Martí, 08026 Barcelona",211,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-240,Catalonia Santa Justa ,Catalonia Hotels,,,Spain,Andalucía,,Sevilla,"Av. José Laguillo, 8, 41003 Sevilla",125,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-241,Catalonia Ses Estaques ,Catalonia Hotels,,,Spain,Balearic Islands,Ibiza,Santa Eulària des Riu,"Carrer Salvador Camacho, S/N, 07840 Santa Eulària des Riu, Balearic Islands",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-242,Catalonia Square,Catalonia Hotels,,,Spain,Catalonia,,Barcelona,"Rda. de Sant Pere, 9, Eixample, 08010 Barcelona",58,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-243,Central de Producción Santi Taura,Mallorca C Collection,,,Spain,Balearic Islands,Mallorca,"Lloseta, Palma de Mallorca","Joan Carles I, 48 ",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-244,Centre de Dia de Son Carrió,Ajuntament de Sant Llorenç des Cardassar,,,Spain,Balearic Islands,Mallorca,Sant Llorenç des Cardassar,"07540 Son Carrió, Illes Balears, España",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-245,Chiringuito Cala Major,Marport,,,Spain,Balearic Islands,Mallorca,Palma,"Carrer Gavina, Ponent, 07015 Palma, Illes Balears, España",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-246,Chiringuito Cala Marçal,Marport,,,Spain,Balearic Islands,Mallorca,Felanitx,"Carrer de Cala Marçal, 17, 07670 Felanitx, Illes Balears, España",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-247,Chiringuito Cala Sa Nau,Marport,,,Spain,Balearic Islands,Mallorca,Felanitx,"Carrer de Cala Sanau, 07669 Felanitx, Illes Balears, España",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-248,Chiringuito S'arenal Lluchmayor ,Marport,,,Spain,Balearic Islands,Mallorca,Llucmajor,"Carretera de l'Arenal, 35, Platja de Palma i Pla de Sant Jordi, 07610 Palma, Illes Balears, España",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-249,Chiringuito S'arenal Portocolom,Marport,,,Spain,Balearic Islands,Mallorca,Felanitx,"Carretera Faro, s/n, 07670 Portocolom, Illes Balears, España",0,0,,,,,,,NO,NO,NO,NO,,,Activo
HS-250,Claudia By Nura,Nura Hotels,,,Spain,Balearic Islands,Mallorca,Campos,"Carrer de Ses Escoles, 07630 Campos, ",0,0,,,,,,,NO,NO,NO,NO,,,Activo
